#AltAGL,AltB,AltGPS,AltMSL,AltMSL Lag Diff,amp1,COM1,COM2,CRS,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,E1 FFlow,E1 OilP,E1 OilT,E1 RPM,FQtyL,FQtyR,GndSpd,HAL,HCDI,HDG,HPLfd,HPLwas,IAS,LatAc,Latitude,Longitude,MagVar,NormAc,OAT,Pitch,Roll,TAS,Total Fuel,TRK,volt1,VPLwas,VSpd,VSpdG,WndDr,WndSpd,WptBrg,WptDst
#ft agl,ft Baro,ft wgs,ft msl,ft msl,amps,MHz,MHz,deg,deg F,deg F,deg F,deg F,gph,psi,deg F,rpm,gals,gals,kt,mt,fsd,deg,mt,mt,kt,G,degrees,degrees,deg,G,deg C,deg,deg,kt,gals,deg,volts,mt,fpm,fpm,deg,kt,deg,nm
874.0,1742.6,1654.7,1743.0,-14.5,0.4,122.75,124.575,107.6,1321.7,1348.09,1331.69,1306.79,10.79,74.75,183.02,2406.6,13.34,15.3,125.55,3704.0,-12.349,105.7,16.0,12.0,105.75,-0.03,47.5510445,-96.7110825,2.8,0.15,21.5,-1.14,-40.13,110.0,28.64,111.3,28.0,17.0,-87.0,-488.2,-61.3,16.21,83.1,38.2
862.0,1731.6,1643.1,1731.4,-21.59999999999991,0.5,122.75,124.575,107.6,1320.58,1347.29,1331.99,1305.55,10.81,74.76,182.99,2410.0,13.43,14.52,125.94,3704.0,-12.02,99.9,16.0,12.0,105.96,0.02,47.5508652,-96.7102585,2.8,0.2,21.5,-0.54,-33.32,110.0,27.95,105.0,28.0,17.0,-268.32,-685.0,-60.5,16.0,83.1,38.1
851.0,1720.6,1632.1,1720.4,-30.299999999999955,0.6,122.75,124.575,107.6,1320.67,1346.63,1332.94,1305.11,10.81,74.73,183.02,2417.3,13.32,14.71,126.37,3704.0,-11.705,93.3,16.5,12.0,106.39,-0.03,47.5507393,-96.7094116,2.8,0.23,21.5,-0.09,-26.86,111.0,28.03,99.5,28.0,17.0,-471.97,-665.4,-59.6,15.82,83.1,38.1
843.0,1710.6,1624.1,1712.4,-39.5,0.5,122.75,124.575,107.6,1323.17,1347.2,1332.24,1305.17,10.83,75.03,183.06,2421.3,13.41,14.6,126.6,3704.0,-11.403,90.3,16.5,12.0,107.09,0.03,47.550663,-96.7085571,2.8,0.3,21.5,2.42,-17.71,112.0,28.009999999999998,94.8,28.0,18.0,-548.35,-472.4,-58.6,15.68,83.1,38.1
842.0,1701.6,1623.3,1711.6,-42.100000000000136,0.4,122.75,124.575,107.6,1322.54,1348.59,1332.02,1306.55,10.87,75.23,182.98,2423.0,13.26,14.47,126.41,3704.0,-11.114,88.3,16.0,12.0,107.77,-0.02,47.550621,-96.707695,2.8,0.2,21.5,4.01,-4.14,112.0,27.73,91.9,28.0,18.0,-610.19,-70.9,-57.6,15.58,83.1,38.0
847.0,1706.6,1628.4,1716.8,-38.700000000000045,0.4,122.75,124.575,107.6,1322.15,1348.18,1333.56,1307.62,10.89,75.17,182.92,2419.9,13.38,14.61,125.84,3704.0,-10.841,89.1,16.0,12.0,108.07,-0.01,47.5505753,-96.7068405,2.8,0.18,21.5,5.59,8.89,113.0,27.990000000000002,91.3,28.0,17.0,-331.86,291.3,-56.7,15.5,83.1,38.0
857.0,1715.6,1637.7,1726.0,-30.90000000000009,0.4,122.75,124.575,107.6,1320.25,1348.19,1332.93,1306.62,10.86,75.13,182.94,2412.2,13.34,14.36,125.01,3704.0,-10.582,93.1,16.0,12.0,108.14,0.02,47.550518,-96.705986,2.8,0.15,21.5,6.23,20.86,113.0,27.7,93.0,28.0,17.0,9.76,543.3,-56.0,15.42,83.1,38.0
866.0,1727.6,1646.8,1735.2,-22.700000000000045,0.4,122.75,124.575,107.6,1320.14,1347.68,1332.96,1305.24,10.85,74.98,182.9,2402.5,13.33,14.46,124.15,3704.0,-10.338,98.3,13.0,12.0,107.82,0.0,47.5504227,-96.7051544,2.8,0.11,21.5,6.16,29.65,112.0,27.79,96.7,28.0,16.0,314.97,653.5,-55.5,15.33,83.1,37.9
877.0,1740.6,1658.1,1746.4,-9.699999999999818,0.4,122.75,124.575,107.6,1320.15,1346.04,1332.88,1303.96,10.83,74.83,182.85,2394.4,13.42,14.59,123.47,3704.0,-10.108,104.8,12.5,11.0,107.2,0.04,47.5502892,-96.7043304,2.8,0.1,21.5,5.14,33.68,112.0,28.009999999999998,101.4,28.0,16.0,556.54,610.2,-55.2,15.22,83.0,37.9
884.0,1749.6,1665.4,1753.7,2.2999999999999545,0.5,122.75,124.575,107.6,1318.86,1343.81,1334.9,1303.29,10.83,74.77,182.88,2385.4,13.33,14.72,122.99,3704.0,-9.891,111.1,12.0,11.0,106.36,0.02,47.5500946,-96.703537,2.8,0.09,21.5,4.11,34.99,111.0,28.05,106.9,28.0,16.0,617.29,440.9,-55.4,15.08,83.0,37.9
888.0,1755.6,1669.6,1757.9,14.900000000000091,0.4,122.75,124.575,107.6,1318.27,1342.8,1333.11,1303.94,10.79,74.5,182.93,2380.9,13.4,14.82,122.7,3704.0,-9.726,118.3,11.5,11.0,105.48,0.03,47.5498428,-96.7027817,2.8,0.23,21.5,3.22,34.77,110.0,28.22,112.5,28.0,16.0,560.77,252.0,-55.8,14.93,83.0,37.8
891.0,1754.6,1672.2,1760.5,29.09999999999991,0.3,122.75,124.575,107.6,1319.89,1342.86,1332.69,1304.47,11.1,75.01,182.94,2436.2,13.44,14.96,122.4,3704.0,-9.492,125.7,11.5,11.0,104.65,0.01,47.5495491,-96.7020721,2.8,0.24,21.5,3.22,34.48,109.0,28.4,118.8,28.0,15.0,335.47,200.8,-56.6,14.78,83.0,37.8
895.0,1756.6,1676.4,1764.8,44.399999999999864,0.5,122.75,124.575,107.6,1323.22,1347.8,1336.09,1307.84,11.49,75.5,183.01,2457.2,13.53,15.14,122.11,3704.0,-9.345,133.0,11.5,11.0,103.87,0.03,47.5492058,-96.7014084,2.8,0.22,21.5,3.07,33.61,108.0,28.67,125.1,28.0,15.0,199.94,236.2,-57.8,14.65,82.9,37.8
900.0,1761.6,1681.0,1769.3,56.899999999999864,0.4,122.75,124.575,107.6,1325.06,1351.7,1338.06,1309.24,11.69,75.23,183.07,2455.0,13.67,15.21,121.65,3704.0,-9.134,139.9,12.0,11.0,103.37,0.03,47.5488167,-96.7008133,2.8,0.17,21.5,2.75,32.38,108.0,28.880000000000003,131.3,28.0,15.0,184.48,259.8,-59.2,14.56,82.9,37.8
904.0,1766.6,1685.0,1773.3,61.700000000000045,0.5,122.75,124.575,107.6,1326.84,1351.41,1338.32,1310.26,11.59,75.02,183.14,2416.3,13.71,15.42,120.97,3704.0,-9.003,146.2,12.0,11.0,103.17,0.02,47.5483856,-96.7002792,2.8,0.14,21.5,2.43,31.27,108.0,29.130000000000003,137.1,28.0,15.0,229.94,244.1,-60.9,14.51,82.9,37.7
907.0,1771.6,1687.9,1776.2,59.40000000000009,0.6,122.75,124.575,107.6,1326.85,1347.69,1336.04,1308.17,11.47,74.55,183.19,2404.1,13.65,15.4,120.09,3704.0,-8.813,152.6,12.0,11.0,103.09,0.03,47.5479317,-96.6998062,2.8,0.14,21.5,1.82,31.08,107.0,29.05,142.5,28.0,15.0,253.66,200.8,-62.8,14.53,82.8,37.7
909.0,1774.6,1689.7,1778.0,52.0,0.5,122.75,124.575,107.6,1326.66,1346.77,1334.32,1306.5,11.36,74.7,183.29,2402.1,13.63,15.34,119.16,3704.0,-8.683,158.9,11.5,11.0,103.05,0.04,47.547451,-96.6994095,2.8,0.13,21.5,1.18,31.18,107.0,28.97,148.0,28.0,16.0,227.63,129.9,-64.8,14.62,82.8,37.7
910.0,1775.6,1691.0,1779.4,44.200000000000045,0.5,122.75,124.575,107.6,1324.36,1346.09,1331.95,1305.12,11.3,74.62,183.35,2402.4,13.62,15.36,118.22,3704.0,-8.524,165.2,11.5,11.0,102.99,0.03,47.5469513,-96.6990891,2.8,0.12,21.5,0.48,31.11,107.0,28.979999999999997,153.5,28.0,15.0,183.36,31.5,-66.7,14.78,82.7,37.7
909.0,1774.6,1689.9,1778.2,31.799999999999955,0.5,122.75,124.575,107.6,1323.01,1346.42,1332.03,1304.76,11.27,74.71,183.38,2402.6,13.57,15.34,117.31,3704.0,-8.391,171.7,11.5,11.0,102.92,0.05,47.5464363,-96.6988373,2.8,0.11,21.5,-0.27,31.18,107.0,28.91,159.2,28.0,15.0,97.61,-74.8,-68.6,15.01,82.7,37.7
906.0,1773.6,1686.6,1775.0,21.299999999999955,0.3,122.75,124.575,107.6,1321.03,1346.05,1332.18,1304.56,11.28,74.72,183.37,2405.0,13.54,15.4,116.38,3704.0,-8.264,177.8,12.0,11.0,102.86,0.04,47.5459099,-96.6986694,2.8,0.14,21.5,-0.7,30.74,107.0,28.939999999999998,164.7,28.0,15.0,17.34,-185.0,-70.4,15.31,82.6,37.7
901.0,1771.6,1682.2,1770.5,12.599999999999909,0.5,122.75,124.575,107.6,1321.23,1345.2,1332.38,1304.5,11.25,74.75,183.39,2407.0,13.53,15.37,115.46,3704.0,-8.169,184.1,12.0,11.0,102.99,0.04,47.5453758,-96.6985779,2.8,0.16,21.5,-1.07,29.82,107.0,28.9,170.4,28.0,15.0,-47.96,-267.7,-72.0,15.68,82.6,37.7
897.0,1768.6,1677.7,1766.0,5.5,0.4,122.75,124.575,107.6,1322.96,1345.51,1332.06,1305.64,11.26,74.76,183.46,2413.2,13.45,15.37,114.57,3704.0,-8.006,190.1,12.0,11.0,103.41,0.04,47.5448494,-96.698555,2.8,0.17,21.5,-1.26,27.54,108.0,28.82,176.0,28.0,16.0,-107.37,-315.0,-73.4,16.12,82.5,37.7
890.0,1762.6,1671.6,1759.9,-4.899999999999864,0.4,122.75,124.575,107.6,1324.6,1345.39,1333.29,1306.86,11.25,74.86,183.53,2412.6,13.43,15.34,113.7,3704.0,-8.021,195.5,11.5,11.0,103.94,0.01,47.5443268,-96.6986084,2.8,0.08,21.5,-1.76,29.15,108.0,28.77,181.5,28.0,16.0,-206.41,-354.3,-74.5,16.6,82.5,37.7
882.0,1758.6,1663.3,1751.7,-17.59999999999991,0.5,122.75,124.575,107.6,1324.96,1345.64,1334.39,1308.15,11.3,74.98,183.56,2421.1,13.44,15.32,112.8,3704.0,-8.037,201.6,11.5,11.0,104.49,0.0,47.5438118,-96.6987457,2.8,0.17,21.5,-1.88,30.51,109.0,28.759999999999998,186.9,28.0,15.0,-226.55,-448.8,-75.4,17.12,82.4,37.7
874.0,1750.6,1655.4,1743.7,-29.59999999999991,0.3,122.75,124.575,107.6,1325.94,1345.82,1334.82,1309.04,11.32,74.98,183.55,2429.8,13.39,15.19,111.69,3704.0,-8.052,208.4,11.5,11.0,105.22,0.02,47.5433121,-96.6989517,2.8,0.24,21.5,-1.82,33.16,110.0,28.58,193.1,28.0,15.0,-320.5,-480.3,-76.0,17.67,82.4,37.7
867.0,1740.6,1648.3,1736.7,-39.5,0.4,122.75,124.575,107.6,1326.29,1346.35,1334.88,1308.31,11.34,75.24,183.65,2434.4,13.42,15.21,110.16,3704.0,-8.067,216.1,12.0,11.0,105.98,0.02,47.5428429,-96.6992416,2.8,0.33,21.5,-0.65,34.56,110.0,28.630000000000003,200.0,28.0,15.0,-439.87,-421.3,-76.4,18.24,82.3,37.7
863.0,1734.6,1644.1,1732.4,-45.59999999999991,0.4,122.75,124.575,107.6,1328.76,1347.57,1335.3,1309.85,11.39,75.2,183.78,2438.2,13.46,15.19,108.25,3704.0,-8.082,224.1,12.0,11.0,106.54,0.02,47.5424118,-96.6996231,2.8,0.3,21.5,0.04,34.46,111.0,28.65,207.7,28.0,15.0,-461.49,-255.9,-76.6,18.84,82.3,37.7
861.0,1731.6,1642.0,1730.3,-49.100000000000136,0.4,122.75,124.575,107.6,1328.37,1349.58,1336.13,1311.43,11.36,75.23,183.87,2440.7,13.46,15.15,106.0,3704.0,-8.096,231.9,12.0,11.0,106.99,0.03,47.5420227,-96.7000732,2.8,0.31,21.5,0.7,33.38,111.0,28.61,215.7,28.0,16.0,-379.3,-106.3,-76.4,19.45,82.3,37.8
862.0,1730.6,1642.8,1731.1,-47.100000000000136,0.5,122.75,124.575,107.6,1327.28,1349.66,1335.83,1312.31,11.34,75.69,183.96,2440.9,13.47,15.17,103.63,3704.0,-8.109,239.0,11.5,11.0,107.25,0.03,47.5416946,-96.7005768,2.8,0.27,21.5,1.24,32.19,112.0,28.64,223.5,28.0,16.0,-257.43,43.3,-76.1,20.08,82.2,37.8
865.0,1733.6,1645.7,1734.0,-41.0,0.5,122.75,124.575,107.6,1325.93,1349.53,1336.07,1312.74,11.31,75.31,183.95,2437.5,13.49,15.19,101.33,3704.0,-8.121,245.7,11.5,11.0,107.33,0.02,47.5414162,-96.7011261,2.8,0.28,21.5,1.76,30.85,112.0,28.68,230.9,28.0,15.0,-101.62,149.6,-75.5,20.69,82.2,37.8
868.0,1738.6,1648.7,1737.0,-33.5,0.5,122.75,124.575,107.6,1326.73,1349.57,1335.42,1312.39,11.29,75.39,183.89,2434.9,13.45,15.2,99.29,3704.0,-8.132,251.6,11.5,11.0,107.24,0.02,47.5411949,-96.7017212,2.8,0.14,21.5,1.35,29.16,112.0,28.65,237.9,28.0,15.0,58.61,185.0,-74.7,21.28,82.2,37.8
870.0,1743.6,1650.7,1739.0,-27.0,0.6,122.75,124.575,107.6,1328.49,1349.76,1336.5,1311.46,11.28,75.21,183.84,2430.1,13.39,15.16,97.6,3704.0,-8.141,257.4,12.0,11.0,107.08,0.04,47.5410156,-96.7023392,2.8,0.11,21.5,1.05,25.41,112.0,28.55,244.3,28.0,15.0,180.6,126.0,-73.8,21.84,82.2,37.9
871.0,1743.6,1652.4,1740.7,-19.200000000000045,0.5,122.75,124.575,107.6,1326.28,1350.72,1336.84,1311.37,11.29,75.23,183.89,2426.8,13.36,15.11,96.2,3704.0,-8.149,262.3,12.0,11.0,106.97,0.06,47.5408859,-96.7029648,2.8,0.09,21.5,1.13,20.46,111.0,28.47,250.0,28.0,15.0,178.42,98.4,-72.8,22.35,82.2,37.9
874.0,1746.6,1654.8,1743.1,-8.600000000000136,0.4,122.75,124.575,107.6,1325.65,1352.01,1336.57,1310.38,11.31,74.95,183.91,2429.3,13.27,15.31,95.13,3704.0,-8.156,265.7,12.0,11.0,106.73,0.04,47.5407906,-96.703598,2.8,0.1,21.5,1.57,13.7,111.0,28.58,254.9,28.0,15.0,143.4,126.0,-71.6,22.82,82.2,37.9
876.0,1750.6,1656.8,1745.1,1.3999999999998636,0.5,122.75,124.575,107.6,1326.97,1352.14,1336.44,1309.29,11.31,75.08,183.94,2427.2,13.23,15.23,94.41,3704.0,-8.163,267.9,11.5,11.0,106.61,0.04,47.5407219,-96.7042389,2.8,-0.04,21.5,0.86,6.83,111.0,28.46,258.2,28.0,16.0,158.76,126.0,-70.5,23.25,82.2,37.9
876.0,1750.6,1656.7,1745.0,8.299999999999955,0.4,122.75,124.575,107.6,1327.6,1351.53,1337.75,1309.34,11.35,75.0,183.93,2425.6,13.04,15.46,94.06,3704.0,-8.169,268.8,11.5,11.0,106.57,0.03,47.5406685,-96.7048798,2.8,-0.04,21.5,0.46,3.72,111.0,28.5,260.3,28.0,15.0,145.06,7.9,-69.3,23.62,82.2,38.0
874.0,1750.6,1655.2,1743.5,11.099999999999909,0.4,122.75,124.575,107.6,1327.21,1350.56,1338.83,1308.84,11.34,74.93,184.0,2424.3,13.07,15.36,94.02,3704.0,-8.174,269.4,11.5,11.0,106.5,0.02,47.5406227,-96.7055206,2.8,-0.05,21.5,0.0,2.79,111.0,28.43,261.6,28.0,15.0,73.41,-82.7,-68.1,23.94,82.2,38.0
871.0,1749.6,1652.3,1740.6,10.299999999999955,0.5,122.75,124.575,107.6,1327.48,1351.02,1339.77,1307.78,11.3,75.02,184.09,2429.7,13.15,15.33,94.2,3704.0,-8.18,270.3,11.5,11.0,106.51,0.03,47.5405884,-96.7061539,2.8,-0.06,21.5,-0.41,1.68,111.0,28.48,262.6,28.0,15.0,7.2,-169.3,-67.0,24.21,82.2,38.0
867.0,1744.6,1647.8,1736.1,5.0,0.5,122.75,124.575,107.6,1327.6,1351.82,1340.57,1307.97,11.3,74.93,184.3,2429.7,13.05,15.27,94.51,3704.0,-8.185,270.9,12.0,11.0,106.7,0.02,47.5405579,-96.7068024,2.8,0.01,21.5,-0.67,1.59,111.0,28.32,263.4,28.0,15.0,-85.64,-259.8,-65.9,24.42,82.2,38.1
861.0,1740.6,1642.3,1730.6,-3.400000000000091,0.4,122.75,124.575,107.6,1328.22,1352.5,1340.95,1309.35,11.27,74.54,184.33,2436.0,13.07,15.24,94.92,3704.0,-8.191,271.4,12.0,11.0,106.95,0.04,47.5405388,-96.7074509,2.8,-0.02,21.5,-0.93,1.19,111.0,28.310000000000002,264.2,28.0,15.0,-185.98,-315.0,-64.9,24.6,82.2,38.1
852.0,1735.6,1636.4,1724.7,-12.299999999999955,0.4,122.75,124.575,107.6,1329.39,1353.51,1340.15,1312.19,11.27,75.14,184.35,2440.8,13.08,15.2,95.42,3704.0,-8.196,272.0,11.5,11.0,107.32,0.04,47.5405197,-96.7080994,2.8,-0.0,21.5,-1.12,1.24,112.0,28.28,264.9,28.0,16.0,-234.13,-354.3,-63.9,24.73,82.2,38.1
849.0,1730.6,1630.6,1718.9,-20.09999999999991,0.4,122.75,124.575,107.6,1331.89,1353.81,1339.88,1314.18,11.28,75.3,184.29,2448.1,13.01,15.2,95.93,3704.0,-8.201,272.4,11.5,11.0,107.83,0.02,47.5405083,-96.7087555,2.8,0.0,21.5,-1.09,1.75,112.0,28.21,265.6,28.0,15.0,-267.81,-378.0,-63.0,24.81,82.2,38.1
843.0,1725.6,1624.5,1712.8,-27.90000000000009,0.3,122.75,124.575,107.6,1334.39,1354.15,1341.21,1314.86,11.31,75.41,184.21,2450.1,13.06,15.11,96.45,3704.0,-8.205,273.1,11.5,11.0,108.46,0.04,47.5405006,-96.7094116,2.8,0.03,21.5,-1.03,2.74,113.0,28.17,266.4,28.0,15.0,-296.37,-374.0,-62.1,24.87,82.2,38.2
837.0,1720.6,1618.6,1706.9,-36.19999999999982,0.4,122.75,124.575,107.6,1335.41,1355.21,1343.63,1315.11,11.36,75.32,184.17,2454.9,13.06,15.05,96.9,3704.0,-8.21,274.1,11.5,11.0,109.03,0.04,47.5405045,-96.7100754,2.8,0.03,21.5,-0.82,3.24,114.0,28.11,267.3,28.0,15.0,-309.66,-358.3,-61.3,24.89,82.2,38.2
832.0,1714.6,1613.2,1701.5,-43.59999999999991,0.4,122.75,124.575,107.6,1335.32,1355.74,1343.95,1315.55,11.39,75.15,184.13,2456.8,12.99,15.11,97.29,3704.0,-8.215,274.9,12.0,11.0,109.48,0.03,47.5405121,-96.7107391,2.8,0.03,21.5,-0.63,3.76,114.0,28.1,268.3,28.0,15.0,-324.86,-322.8,-60.4,24.88,82.2,38.2
828.0,1710.6,1608.7,1697.0,-48.0,0.6,122.75,124.575,107.6,1335.2,1356.66,1344.29,1316.1,11.46,75.58,184.18,2458.0,13.05,15.01,97.58,3704.0,-8.219,276.2,12.0,11.0,109.88,0.03,47.5405235,-96.7114029,2.8,0.04,21.5,-0.36,4.36,114.0,28.060000000000002,269.5,28.0,15.0,-302.32,-287.4,-59.7,24.85,82.2,38.2
824.0,1706.6,1604.8,1693.2,-50.299999999999955,0.5,122.75,124.575,107.6,1334.82,1358.83,1345.84,1317.73,11.44,75.5,184.25,2462.9,12.95,15.06,97.78,3704.0,-8.223,277.1,11.5,11.0,110.26,0.03,47.540554,-96.7120743,2.8,0.03,21.5,-0.13,4.99,115.0,28.009999999999998,270.7,28.0,15.0,-295.53,-228.3,-58.9,24.79,82.2,38.3
821.0,1703.6,1601.7,1690.0,-50.59999999999991,0.5,122.75,124.575,107.6,1334.08,1359.5,1347.27,1319.21,11.39,75.47,184.24,2465.5,12.94,15.0,97.85,3704.0,-8.227,278.3,11.5,10.0,110.59,0.03,47.5405884,-96.7127457,2.8,0.02,21.5,0.22,5.55,115.0,27.939999999999998,272.1,28.0,15.0,-246.68,-161.4,-58.2,24.71,82.2,38.3
819.0,1699.6,1600.4,1688.8,-47.299999999999955,0.5,122.75,124.575,107.6,1332.66,1358.99,1348.32,1321.25,11.47,75.49,184.23,2463.8,12.98,14.96,97.76,3704.0,-8.23,279.8,11.5,11.0,111.0,0.03,47.5406456,-96.7134018,2.8,0.1,21.5,0.94,8.71,116.0,27.94,273.6,28.0,15.0,-214.25,-78.7,-57.4,24.61,82.2,38.3
820.0,1695.6,1601.5,1689.9,-40.69999999999982,0.4,122.75,124.575,107.6,1333.57,1359.64,1347.6,1322.01,11.42,75.46,184.21,2464.9,13.01,14.94,97.41,3704.0,-8.233,282.6,11.5,11.0,111.1,0.03,47.5407066,-96.7140579,2.8,0.15,21.5,1.72,16.45,116.0,27.95,275.9,28.0,15.0,-244.59,55.1,-56.8,24.5,82.2,38.3
824.0,1696.6,1605.2,1693.5,-31.200000000000045,0.3,122.75,124.575,107.6,1335.62,1360.86,1346.8,1321.91,11.44,75.45,184.25,2462.5,13.0,14.81,96.63,3704.0,-8.234,286.1,12.0,11.0,110.9,0.0,47.5408058,-96.7147064,2.8,0.13,21.5,2.57,23.39,115.0,27.810000000000002,279.8,28.0,15.0,-180.68,216.5,-56.0,24.38,82.2,38.4
829.0,1702.6,1610.4,1698.7,-20.200000000000045,0.4,122.75,124.575,107.6,1336.84,1361.05,1345.57,1321.98,11.4,75.46,184.24,2460.5,13.2,14.74,95.66,3704.0,-8.235,291.3,12.0,11.0,110.6,0.01,47.5409431,-96.715332,2.8,0.17,21.5,2.97,27.96,115.0,27.939999999999998,284.9,28.0,15.0,24.57,315.0,-55.3,24.25,82.2,38.4
836.0,1707.6,1616.7,1705.0,-7.7999999999999545,0.5,122.75,124.575,107.6,1336.75,1362.37,1344.65,1321.56,11.38,75.43,184.23,2451.5,13.22,14.7,94.61,3704.0,-8.234,297.3,11.5,11.0,110.31,0.01,47.5411148,-96.7159271,2.8,0.17,21.5,2.87,31.18,115.0,27.92,291.2,28.0,15.0,156.8,370.1,-54.6,24.11,82.3,38.4
842.0,1714.6,1623.3,1711.6,4.699999999999818,0.5,122.75,124.575,107.6,1335.19,1362.24,1344.18,1320.83,11.39,75.31,184.22,2448.0,13.27,14.7,93.75,3704.0,-8.232,303.9,11.5,10.0,109.82,0.04,47.5413399,-96.7164612,2.8,0.14,21.5,2.43,30.7,114.0,27.97,298.1,28.0,14.0,278.53,358.3,-53.7,23.96,82.3,38.4
847.0,1717.6,1628.3,1716.6,15.099999999999909,0.5,122.75,124.575,107.6,1333.98,1360.25,1343.87,1319.89,11.38,75.0,184.13,2438.0,13.26,14.72,93.15,3704.0,-8.228,309.8,11.5,11.0,109.21,0.03,47.5416031,-96.7169724,2.8,0.12,21.5,2.05,30.47,114.0,27.98,305.1,28.0,15.0,288.33,307.1,-52.8,23.81,82.3,38.5
851.0,1723.6,1632.7,1721.0,24.0,0.4,122.75,124.575,107.6,1332.13,1358.57,1343.39,1319.22,11.37,75.13,184.12,2434.6,13.26,14.92,92.88,3704.0,-8.223,315.5,16.0,12.0,108.41,0.02,47.5419083,-96.7174225,2.8,0.11,21.5,1.81,29.79,113.0,28.18,312.1,28.0,17.0,278.72,263.8,-51.8,23.64,82.3,38.5
855.0,1726.6,1636.2,1724.5,31.299999999999955,0.5,122.75,124.575,107.6,1328.86,1358.99,1342.57,1318.1,11.38,75.03,184.09,2432.3,13.31,14.96,92.92,3704.0,-8.216,321.4,16.0,12.0,107.72,0.03,47.5422478,-96.7178192,2.8,0.1,21.5,1.36,28.96,112.0,28.270000000000003,318.9,28.0,17.0,267.62,204.7,-50.8,23.46,82.4,38.5
857.0,1729.6,1638.5,1726.8,36.799999999999955,0.4,122.75,124.575,107.6,1327.69,1357.08,1340.69,1316.64,11.37,74.9,184.21,2429.3,13.26,14.99,93.23,3704.0,-8.208,326.9,16.5,12.0,107.22,0.01,47.542614,-96.7181473,2.8,0.12,21.5,1.34,28.39,112.0,28.25,325.5,28.0,17.0,220.9,149.6,-49.6,23.26,82.4,38.5
860.0,1732.6,1641.1,1729.4,40.600000000000136,0.4,122.75,124.575,107.6,1328.19,1355.99,1337.99,1315.9,11.35,74.86,184.21,2425.5,13.39,14.98,93.81,3704.0,-8.199,332.8,16.0,12.0,106.88,0.03,47.5430069,-96.7184219,2.8,0.1,21.5,0.91,26.54,111.0,28.37,332.0,28.0,18.0,197.12,114.2,-48.4,23.03,82.4,38.5
861.0,1732.6,1642.2,1730.5,40.59999999999991,0.7,122.75,124.575,107.6,1327.99,1356.65,1336.83,1315.25,11.34,75.02,184.28,2424.1,13.32,15.04,94.55,3704.0,-8.189,337.9,15.5,12.0,106.6,0.03,47.5434189,-96.7186432,2.8,0.1,21.5,0.96,24.62,111.0,28.36,338.0,28.0,16.0,136.69,78.7,-47.2,22.78,82.5,38.5
863.0,1734.6,1643.8,1732.1,38.59999999999991,0.5,122.75,124.575,107.6,1326.58,1356.3,1336.23,1314.36,11.36,74.82,184.23,2423.6,13.27,15.22,95.37,3704.0,-8.178,342.2,16.0,12.0,106.27,0.02,47.5438499,-96.7187958,2.8,0.1,21.5,1.22,21.99,111.0,28.490000000000002,343.6,28.0,16.0,93.26,86.6,-46.0,22.5,82.5,38.5
864.0,1737.6,1644.8,1733.1,34.399999999999864,0.5,122.75,124.575,107.6,1327.51,1355.09,1337.39,1313.37,11.28,74.67,184.1,2420.1,13.32,15.02,96.18,3704.0,-8.166,346.4,16.0,12.0,106.12,0.04,47.5442924,-96.718895,2.8,0.01,21.5,0.41,20.34,111.0,28.34,348.5,28.0,17.0,108.69,59.1,-44.7,22.2,82.5,38.5
864.0,1738.6,1644.9,1733.2,28.200000000000045,0.5,122.75,124.575,107.6,1328.84,1356.16,1338.14,1314.1,11.55,75.08,184.0,2475.3,13.26,15.21,97.1,3704.0,-8.154,349.9,13.5,12.0,106.16,0.03,47.5447388,-96.7189484,2.8,0.05,21.8,0.25,17.96,111.0,28.47,352.7,28.0,16.0,115.53,-43.3,-43.5,21.88,82.6,38.5
862.0,1736.6,1643.3,1731.6,20.0,0.4,122.75,124.575,107.6,1336.97,1364.43,1346.32,1320.71,12.06,76.11,183.9,2519.1,13.37,15.14,98.3,3704.0,-8.141,353.4,12.5,11.0,106.3,0.04,47.5451927,-96.7189484,2.8,0.08,21.8,0.59,15.22,111.0,28.509999999999998,356.6,28.0,16.0,40.37,-47.2,-42.3,21.55,82.6,38.5
862.0,1736.6,1643.3,1731.7,15.100000000000136,0.4,122.75,124.575,107.6,1344.13,1372.63,1352.02,1327.5,12.5,76.67,183.96,2527.5,13.43,15.23,99.51,3704.0,-8.128,356.3,12.0,11.0,106.54,0.04,47.5456505,-96.7189178,2.8,0.06,21.8,0.9,11.33,111.0,28.66,0.1,28.0,16.0,-18.83,15.7,-41.1,21.2,82.7,38.5
863.0,1736.6,1644.5,1732.9,11.900000000000091,0.4,122.75,124.575,107.6,1349.1,1376.6,1355.56,1331.14,12.69,76.72,184.14,2527.4,13.43,15.42,100.44,3704.0,-8.114,357.9,12.0,11.0,106.84,0.03,47.5461197,-96.7188568,2.8,0.08,21.8,1.63,6.21,111.0,28.85,2.6,28.0,15.0,-23.63,82.7,-39.9,20.85,82.7,38.5
866.0,1737.6,1647.6,1735.9,11.400000000000091,0.4,122.75,124.575,107.6,1353.01,1379.39,1358.85,1332.63,12.81,76.98,184.25,2534.6,13.46,15.57,101.04,3704.0,-8.101,358.5,12.0,11.0,107.06,0.03,47.5465813,-96.7187576,2.8,-0.0,21.8,1.81,1.61,112.0,29.03,4.3,28.0,15.0,3.38,185.0,-38.8,20.49,82.7,38.5
